3.406216971913078595e+00,2.203850678390231188e+00,1.594872304893464099e+00,1.268356664727577632e-01,-2.423708363373658692e+00
3.061168453880199536e+00,9.291300850706821768e-01,1.340952181442855329e+00,-4.655300863693930258e-01,-3.348499424813966563e+00
4.075305752138835835e+00,-6.810858550124874178e-01,6.753465088598792354e-02,-2.272652920070806548e+00,1.051647276211385762e+00
4.075305752138835835e+00,-6.810858550124880839e-01,6.753465088598407939e-02,-2.272652920070809657e+00,1.051647276211394422e+00
4.075305752138835835e+00,-6.810858550124879729e-01,6.753465088598435695e-02,-2.272652920070802107e+00,1.051647276211392423e+00
3.284501560394725850e+00,-4.123159659322581660e+00,7.491490547661209254e-01,2.583873314369839469e-01,-6.314619107870984571e-01
3.284501560394725850e+00,-4.123159659322581660e+00,7.491490547661222577e-01,2.583873314369860008e-01,-6.314619107870986792e-01
2.497047638561209926e+00,-3.893231594996207523e+00,1.085228158521287289e+00,1.625321635272859166e-01,-6.361815278352889180e-01
5.446365197790209223e+00,3.079351209439097570e+00,1.732582996523683860e+00,4.260039388295384921e-02,2.149366033361229444e+00
5.204972039813654305e+00,2.269960329754306283e+00,2.225102718379486255e+00,-8.089815660205608161e-01,1.872670500226471413e+00
-1.525006762351968526e+00,-3.766286075791734689e+00,-1.961130746221759480e-01,-4.855871271553655610e-01,8.782423150543949841e-01
-2.023966462075819372e-01,-4.405533009522614840e+00,-1.389298265472743044e+00,-8.515335281460383321e-01,1.025532781309523411e+00
-5.621869435810106230e-01,-4.260439128172310852e+00,-1.080180449926823050e+00,-7.364561754773882862e-01,1.308860126692168002e+00
-2.536455016113734029e+00,-3.135182953044693299e+00,4.513809989214270790e-01,-2.790588265692283132e-01,1.531529624074793594e-01
-2.809031650224020904e+00,-3.021999109014605889e+00,3.681463487292521708e-01,-2.281338230433734848e-01,2.503284101997071964e-01
-2.615571410906480931e+00,-3.133714562904789336e+00,6.173388197452628345e-01,-5.409626649112437846e-01,5.445040638116487308e-01
3.917230519097963715e+00,1.020715657910540974e+00,1.778970011675503393e+00,4.853796382650586994e-01,2.892782489443577632e+00
4.620566022963318531e+00,1.397481911458984705e+00,2.121662510057745088e+00,-4.877949304666993613e-01,2.219236310842119142e+00
1.818779496040853205e+00,-3.325444993416630801e+00,2.172734177936562983e+00,-2.195195632690772614e-01,4.045212501690883533e-01
-3.181643788574820775e+00,-2.743529428783918700e+00,8.531988914448265238e-01,-9.430789567795963557e-02,4.343268792130881017e-01
-2.173372670414031038e+00,-3.446650117052430851e+00,2.206971861277172153e-01,-6.659993375357133871e-01,5.310450502075871881e-01
-2.173372670414031038e+00,-3.446650117052430851e+00,2.206971861277172153e-01,-6.659993375357133871e-01,5.310450502075871881e-01
-5.488123657207758299e+00,-1.794387977060739159e+00,2.224921862768368008e+00,-5.163833339224659369e-01,-5.203801807206762664e-01
3.237337784100741828e-02,-3.942282766645191394e+00,-1.122409207132986364e-01,-2.859332740480469148e-01,2.747255173740370537e-01
-9.914447083348796319e-01,-3.670407249072388911e+00,2.112590744709461898e-01,-6.919035963064896766e-01,4.443457221288893422e-02
